,location,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Name_2010,lat,lng
4257,"Mount Vernon, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,3341.0,3726.0,4017.0,4575.0,Mount Vernon city,37.103666600000004,-93.81854009999999
4258,"Mount Vernon, NY",4586.0,10830.0,21228.0,30919.0,42726.0,61499.0,67362.0,71899.0,76010.0,72778.0,66713.0,67153.0,68381.0,67292.0,Mount Vernon city,41.83327345000001,-76.36383434999999
4259,"Mount Vernon, OH",5249.0,6027.0,6633.0,9087.0,9237.0,9370.0,10122.0,12185.0,13284.0,13373.0,14323.0,14550.0,14375.0,16990.0,Mount Vernon city,40.3933956,-82.4857181
4260,"Mount Vernon, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2662.0,Mount Vernon town,33.1887271,-95.2213321
4261,"Mount Vernon, WA",0.0,0.0,0.0,0.0,3341.0,3690.0,4278.0,5230.0,7921.0,8804.0,13009.0,17647.0,26232.0,31743.0,Mount Vernon city,48.421215999999994,-122.33404740000002
4262,"Mount Washington, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.0,5226.0,8485.0,9117.0,Mount Washington city,38.050062700000005,-85.54578769999999
4263,"Mount Zion, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4563.0,4522.0,4845.0,5833.0,Mount Zion village,39.7714252,-88.8742406
4264,"Mountain Brook, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,8359.0,12680.0,19474.0,19718.0,19810.0,20604.0,20413.0,Mountain Brook city,33.500938399999995,-86.7522107
4265,"Mountain City, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2531.0,Mountain City town,36.4745636,-81.804838
4266,"Mountain Grove, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3106.0,3176.0,3377.0,3974.0,4182.0,4574.0,4789.0,Mountain Grove city,37.1306078,-92.26349420000001
4267,"Mountain Home, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.0,8066.0,9027.0,11012.0,12448.0,Mountain Home city,36.335344899999996,-92.3851593
4268,"Mountain Home, ID",0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,5984.0,6451.0,7540.0,7913.0,11143.0,14206.0,Mountain Home city,43.1329504,-115.69119750000002
4269,"Mountain Iron, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4134.0,3362.0,2999.0,2869.0,Mountain Iron city,47.5324267,-92.623515
4270,"Mountain Lakes, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.0,4037.0,4739.0,4153.0,3847.0,4256.0,4160.0,Mountain Lakes borough,40.8948212,-74.4329314
4271,"Mountain View, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2876.0,2748.0,Mountain View city,35.8684075,-92.1176521
4272,"Mountain View, CA",250.0,0.0,900.0,1161.0,1888.0,3308.0,3946.0,6563.0,30889.0,54132.0,58655.0,67460.0,70708.0,74066.0,Mountain View city,37.3860517,-122.08385109999999
4273,"Mountain View, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.0,Mountain View city,36.99533220000001,-91.703755
4274,"Mountainside, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,7520.0,7118.0,6657.0,6602.0,6685.0,Mountainside borough,40.672324200000006,-74.3573722
4275,"Mountlake Terrace, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9122.0,16600.0,16534.0,19320.0,20362.0,19909.0,Mountlake Terrace city,47.7881528,-122.3087405
4276,"Mountville, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802.0,Mountville borough,40.039264200000005,-76.4307964
4277,"Moxee, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3308.0,Moxee city,46.5621029,-120.3932513
4278,"Mukilteo, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7007.0,18019.0,20254.0,Mukilteo city,47.9445396,-122.3045815
4279,"Mukwonago, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4014.0,4457.0,6162.0,7355.0,Mukwonago village,42.8666803,-88.3334274
4280,"Mulberry, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922.0,2701.0,2932.0,2988.0,3230.0,3817.0,Mulberry city,27.8953038,-81.9734172
4281,"Mulberry, KS",0.0,0.0,0.0,0.0,2697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.556991100000005,-94.62190340000001
4282,"Muldrow, OK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2538.0,2889.0,3104.0,3466.0,Muldrow town,35.4101508006,-94.62261368850001
4283,"Muleshoe, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3871.0,4525.0,4842.0,4571.0,4530.0,5158.0,Muleshoe city,34.22646760000001,-102.72382640000001
4284,"Mullins, SC",0.0,0.0,0.0,0.0,0.0,3158.0,4392.0,4916.0,6229.0,6006.0,6068.0,5910.0,5029.0,4663.0,Mullins city,34.2057166,-79.2544902
4285,"Mulvane, KS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.0,4254.0,4674.0,5155.0,6111.0,Mulvane city,37.474464000000005,-97.2439325
4286,"Muncie, IN",5219.0,11345.0,20942.0,24005.0,36524.0,46548.0,49720.0,58479.0,68603.0,69082.0,77216.0,71035.0,67430.0,70085.0,Muncie city,40.1933767,-85.3863599
4287,"Muncy, PA",0.0,0.0,0.0,0.0,0.0,0.0,2606.0,2756.0,2830.0,2872.0,2700.0,2702.0,2663.0,0.0,0,41.2056373,-76.7855152
4288,"Mundelein, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189.0,10526.0,16128.0,17053.0,21215.0,30935.0,31064.0,Mundelein village,42.263079,-88.00396529999999
4289,"Munford, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.0,5927.0,Munford city,35.4492499,-89.8150833
4290,"Munhall, PA",0.0,0.0,0.0,5185.0,6418.0,12995.0,13900.0,16437.0,17312.0,16574.0,14535.0,13158.0,12264.0,11406.0,Munhall borough,40.3922914,-79.90004990000001
4291,"Munising, MI",0.0,0.0,0.0,2952.0,5037.0,3956.0,4409.0,4339.0,4228.0,3677.0,3083.0,2783.0,2539.0,0.0,0,46.4110574,-86.6479361
4292,"Munroe Falls, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.0,4731.0,5359.0,5314.0,5012.0,Munroe Falls city,41.1445006,-81.4398342
4293,"Munsey Park, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2847.0,2980.0,2806.0,2692.0,2632.0,2693.0,Munsey Park village,40.7987119,-73.679852
4294,"Munster, IN",0.0,0.0,0.0,0.0,0.0,0.0,1800.0,4753.0,10313.0,16514.0,20671.0,19949.0,21511.0,23603.0,Munster town,41.564479799999994,-87.5125412
4295,"Murfreesboro, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.0,Murfreesboro town,36.442375399999996,-77.09857530000001
4296,"Murfreesboro, TN",3800.0,3739.0,3999.0,4679.0,5367.0,7993.0,9495.0,13052.0,18991.0,26360.0,32845.0,44922.0,68816.0,108755.0,Murfreesboro city,35.8456213,-86.39027
4297,"Murphy, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099.0,17708.0,Murphy city,33.0151205,-96.61304870000001
4298,"Murphysboro, IL",0.0,3880.0,6463.0,7485.0,10703.0,8182.0,8976.0,9241.0,8673.0,10013.0,9866.0,9176.0,13295.0,7970.0,Murphysboro city,37.764495200000006,-89.3350888
4299,"Murray, KY",0.0,0.0,500.0,0.0,0.0,2891.0,3773.0,6035.0,9303.0,13537.0,14248.0,14439.0,14950.0,17741.0,Murray city,36.610333399999995,-88.314761
4300,"Murray, UT",0.0,0.0,0.0,4057.0,4584.0,5172.0,5740.0,9006.0,16806.0,21206.0,25750.0,31282.0,34024.0,46746.0,Murray city,40.6668916,-111.8879909
4301,"Murrieta, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.0,44282.0,103466.0,Murrieta city,33.553914299999995,-117.21392320000001
4302,"Murrysville, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16036.0,17240.0,18872.0,20079.0,Murrysville municipality,40.4284015,-79.69754499999999
4303,"Muscatine, IA",8295.0,11454.0,14073.0,16178.0,16068.0,16778.0,18286.0,19041.0,20997.0,22405.0,23467.0,22881.0,22697.0,22886.0,Muscatine city,41.424473,-91.0432051
4304,"Muscle Shoals, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4084.0,6907.0,8911.0,9611.0,11924.0,13146.0,Muscle Shoals city,34.7448112,-87.6675292
4305,"Muskego, WI",0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,2000.0,11573.0,15277.0,16813.0,21397.0,24135.0,Muskego city,42.905848,-88.13897790000001
4306,"Muskegon Heights, MI",0.0,0.0,0.0,0.0,9514.0,15584.0,16047.0,18828.0,19552.0,17304.0,14611.0,13176.0,12049.0,10856.0,Muskegon Heights city,43.2011264,-86.2389464
4307,"Muskegon, MI",11262.0,22702.0,20818.0,24062.0,36570.0,41390.0,47697.0,48429.0,46485.0,44631.0,40823.0,40283.0,40105.0,38401.0,Muskegon city,43.234181299999996,-86.2483921
4308,"Muskogee, OK",0.0,0.0,0.0,25278.0,30277.0,32026.0,32332.0,37289.0,38059.0,37331.0,40011.0,37708.0,38310.0,39223.0,Muskogee city,35.7518243006,-95.3934739885
4309,"Mustang, OK",0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,2637.0,7496.0,10434.0,13156.0,17395.0,Mustang city,35.388173400599996,-97.7482698885
4310,"Muttontown, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2725.0,3024.0,3412.0,3497.0,Muttontown village,40.823988299999996,-73.5476252
4311,"Myerstown, PA",0.0,0.0,0.0,0.0,0.0,2593.0,2692.0,3050.0,3268.0,3645.0,3131.0,3236.0,3171.0,3062.0,Myerstown borough,40.3745364,-76.3027318
4312,"Myrtle Beach, SC",0.0,0.0,0.0,0.0,0.0,0.0,1600.0,3345.0,7834.0,8536.0,18446.0,24848.0,22759.0,27109.0,Myrtle Beach city,33.689060299999994,-78.8866943
4313,"Myrtle Creek, OR",119.0,0.0,189.0,429.0,385.0,401.0,441.0,1781.0,2231.0,2733.0,3365.0,3063.0,3419.0,3439.0,Myrtle Creek city,43.0201174,-123.2931205
4314,"Myrtle Point, OR",52.0,354.0,530.0,836.0,934.0,1362.0,1296.0,2033.0,2886.0,2511.0,2859.0,2712.0,2451.0,2514.0,Myrtle Point city,43.0648321,-124.13899199999999
4315,"Mystic, IA",0.0,0.0,0.0,2663.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.777511,-92.9438118
4316,"Nacogdoches, TX",0.0,0.0,1800.0,3369.0,3546.0,5687.0,7538.0,12327.0,12674.0,22544.0,27149.0,30872.0,29914.0,32996.0,Nacogdoches city,31.603512899999995,-94.65548740000001
4317,"Nags Head, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2757.0,Nags Head town,35.9573922,-75.6240619
4318,"Nampa, ID",0.0,0.0,400.0,4205.0,7621.0,8206.0,12149.0,16185.0,18897.0,20768.0,25112.0,28365.0,51867.0,81557.0,Nampa city,43.5773555066,-116.57792016299999
4319,"Nanakuli, HI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,6506.0,8185.0,9575.0,10814.0,12666.0,Nanakuli CDP,21.3841023798,-158.14254561200002
4320,"Nanticoke, PA",3884.0,10044.0,12116.0,18877.0,22614.0,26043.0,24387.0,20160.0,15601.0,14638.0,13044.0,12267.0,10955.0,10465.0,Nanticoke city,41.2053599,-76.004923
4321,"Nantucket, MA",3727.0,3268.0,3006.0,2962.0,2797.0,3678.0,3401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nantucket town,41.2834563,-70.09946049999999
4322,"Napa, CA",3731.0,4395.0,4036.0,5791.0,6757.0,6437.0,7740.0,13579.0,22170.0,35978.0,50879.0,61842.0,72585.0,76915.0,Napa city,38.2971367,-122.28552930000001
4323,"Naperville, IL",0.0,0.0,2629.0,3449.0,3830.0,5118.0,5272.0,7013.0,12933.0,22794.0,42601.0,85351.0,128358.0,141853.0,Naperville city,41.7858629,-88.1472893
4324,"Naples, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4655.0,12042.0,17581.0,19505.0,20976.0,19537.0,Naples city,26.142035800000002,-81.7948103
4325,"Napoleon, OH",3032.0,2764.0,3639.0,4007.0,4143.0,4545.0,4825.0,5335.0,6739.0,7791.0,8614.0,8884.0,9318.0,8749.0,Napoleon city,41.392272600000005,-84.1252243
4326,"Nappanee, IN",0.0,0.0,0.0,0.0,2678.0,2957.0,3028.0,3393.0,3895.0,4159.0,4694.0,5510.0,6710.0,6648.0,Nappanee city,41.4428254,-86.0013875
4327,"Narberth, PA",0.0,0.0,0.0,0.0,3704.0,4669.0,5217.0,5407.0,5109.0,5151.0,4496.0,4278.0,4233.0,4282.0,Narberth borough,40.0084456,-75.26046
4328,"Narrows, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,2508.0,0.0,2516.0,0.0,0.0,0.0,0,37.3315103,-80.81118670000001
4329,"Nash, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960.0,Nash city,33.4423462,-94.130747
4330,"Nashua, NH",13397.0,19311.0,23898.0,26005.0,28379.0,31463.0,32927.0,34669.0,39096.0,55820.0,67865.0,79662.0,86605.0,86494.0,Nashua city,42.7653662,-71.467566
4331,"Nashville, AR",0.0,0.0,0.0,0.0,0.0,0.0,2782.0,3548.0,3579.0,4016.0,4554.0,4639.0,4878.0,4627.0,Nashville city,33.945669200000005,-93.84712900000001
4332,"Nashville, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414.0,4070.0,4323.0,4831.0,4782.0,4697.0,4939.0,Nashville city,31.2074197,-83.25015479999999
4333,"Nashville, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,3027.0,3186.0,3202.0,3147.0,3258.0,Nashville city,38.3436612,-89.3806398
4334,"Nashville, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678.0,3617.0,4309.0,5352.0,Nashville town,35.974598,-77.9655406
4335,"Nashville, TN",43350.0,76168.0,80865.0,110364.0,118342.0,153866.0,167402.0,174307.0,170874.0,448003.0,455651.0,488374.0,545524.0,601222.0,Nashville-Davidson metropolitan government (balance),36.165889899999996,-86.7844432
4336,"Nashwauk, MN",0.0,0.0,0.0,0.0,0.0,2555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.3802136,-93.168252
4337,"Nassau Bay, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4526.0,4320.0,4170.0,4002.0,Nassau Bay city,29.5446753,-95.0910413
4338,"Natchez, MS",7058.0,10101.0,12210.0,11791.0,12608.0,13422.0,15296.0,22740.0,23791.0,19704.0,22209.0,19460.0,18464.0,15792.0,Natchez city,31.5604442,-91.403171
4339,"Natchitoches, LA",2785.0,0.0,1800.0,2532.0,3388.0,4547.0,6812.0,9914.0,13924.0,15974.0,16664.0,16609.0,17865.0,18323.0,Natchitoches city,31.7607195,-93.0862749
4340,"Natick, MA",8479.0,9118.0,9488.0,9866.0,10907.0,13589.0,13851.0,19700.0,28800.0,31100.0,0.0,30500.0,32200.0,0.0,Natick town,42.28342979999999,-71.3495032
4341,"National City, CA",248.0,1353.0,1086.0,1733.0,3116.0,7301.0,10344.0,21199.0,32771.0,43184.0,48772.0,54249.0,54260.0,58582.0,National City city,32.6781085,-117.0991967
4342,"National Park, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.0,3730.0,3552.0,3413.0,3205.0,3036.0,National Park borough,39.8659466,-75.1787901
4343,"Naugatuck, CT",0.0,0.0,10541.0,12722.0,15051.0,14315.0,15388.0,17455.0,19511.0,23034.0,26456.0,30625.0,30989.0,31862.0,Naugatuck borough,41.485929999999996,-73.0506632
4344,"Navasota, TX",0.0,2997.0,3857.0,3284.0,5060.0,5128.0,6138.0,5188.0,4937.0,5111.0,5971.0,6296.0,6789.0,7049.0,Navasota city,30.387984499999998,-96.0877349
4345,"Nazareth, PA",0.0,0.0,0.0,3978.0,4288.0,5505.0,5721.0,5830.0,6209.0,5815.0,5443.0,5713.0,6023.0,5746.0,Nazareth borough,40.740375,-75.3096237
4346,"Neal, KS",0.0,0.0,2977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37.834199,-96.0802724
4347,"Nebraska City, NE",4818.0,11941.0,7380.0,5488.0,6279.0,7230.0,7339.0,6872.0,7252.0,7441.0,7127.0,6547.0,7228.0,7289.0,Nebraska City city,40.676668299999996,-95.8591686
4348,"Nederland, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805.0,12036.0,16810.0,16855.0,16192.0,17422.0,17547.0,Nederland city,29.9743803,-93.9923965
4349,"Needham, MA",0.0,0.0,4016.0,5026.0,7012.0,10845.0,12445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Needham town,42.283431,-71.2328329
4350,"Needles, CA",0.0,0.0,0.0,0.0,2807.0,3144.0,3624.0,4051.0,4590.0,4051.0,4120.0,5191.0,4830.0,4844.0,Needles city,34.8480597,-114.6141315
4351,"Needville, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2609.0,2823.0,Needville city,29.3994101,-95.8377297
4352,"Neenah, WI",4202.0,5083.0,5954.0,5734.0,7171.0,9151.0,10645.0,12437.0,18057.0,22902.0,22432.0,23219.0,24507.0,25501.0,Neenah city,44.1858193,-88.462609
4353,"Negaunee, MI",3931.0,6078.0,6935.0,8460.0,7419.0,6552.0,6813.0,6472.0,6126.0,5248.0,5189.0,4741.0,4576.0,4568.0,Negaunee city,46.4991021,-87.61180290000001
4354,"Neillsville, WI",0.0,0.0,0.0,0.0,0.0,0.0,2562.0,2663.0,2728.0,2750.0,2780.0,2680.0,2731.0,0.0,0,44.559962,-90.5962498
4355,"Nekoosa, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,0.0,2519.0,2557.0,2590.0,2580.0,Nekoosa city,44.312464399999996,-89.9042937
4356,"Nelsonville, OH",3095.0,4558.0,5421.0,6082.0,6440.0,5322.0,5368.0,4845.0,4834.0,4812.0,4567.0,4563.0,5230.0,5392.0,Nelsonville city,39.458681,-82.23181559999999
4357,"Neodesha, KS",0.0,0.0,0.0,2872.0,3943.0,3381.0,3376.0,3723.0,3594.0,3295.0,3414.0,2837.0,2848.0,0.0,0,37.4183929,-95.68025809999999
4358,"Neosho, MO",0.0,0.0,2725.0,3661.0,3968.0,4485.0,5318.0,5790.0,7452.0,7517.0,9493.0,9254.0,10505.0,11835.0,Neosho city,36.8689554,-94.36799599999999
4359,"Nephi, UT",0.0,0.0,0.0,2759.0,2603.0,2573.0,2835.0,2990.0,2566.0,2699.0,3285.0,3515.0,4733.0,5389.0,Nephi city,39.7102336,-111.8363216
4360,"Neptune Beach, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868.0,0.0,5248.0,6816.0,7270.0,7037.0,Neptune Beach city,30.311908000000003,-81.3964734
4361,"Neptune City, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.0,4013.0,5502.0,5276.0,4997.0,5218.0,4869.0,Neptune City borough,40.2001133,-74.0279152
4362,"Nesquehoning, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,3338.0,3346.0,3364.0,3288.0,3349.0,Nesquehoning borough,40.864534,-75.8110277
4363,"Netcong, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0,2858.0,3557.0,3311.0,2580.0,3232.0,Netcong borough,40.898987700000006,-74.7065516
4364,"Nevada City, CA",4022.0,2524.0,3250.0,2689.0,1782.0,1701.0,2445.0,2505.0,2353.0,2314.0,2431.0,2855.0,3001.0,3068.0,Nevada City city,39.2615606,-121.0160594
4365,"Nevada, IA",0.0,0.0,0.0,0.0,2668.0,3133.0,3353.0,3763.0,4227.0,4952.0,5912.0,6009.0,6658.0,6798.0,Nevada city,42.0227652,-93.45243409999999
4366,"Nevada, MO",0.0,7262.0,7461.0,7176.0,7139.0,7448.0,8181.0,8009.0,8416.0,9736.0,9044.0,8597.0,8607.0,8386.0,Nevada city,37.8392052,-94.3546719
4367,"New Albany, IN",16423.0,21059.0,20628.0,20629.0,22992.0,25819.0,25414.0,29346.0,37812.0,38402.0,37103.0,36322.0,37603.0,36372.0,New Albany city,38.28562470000001,-85.8241312
4368,"New Albany, MS",0.0,0.0,0.0,0.0,2531.0,3187.0,3602.0,3680.0,5151.0,6426.0,7072.0,6775.0,7607.0,8034.0,New Albany city,34.494268299999995,-89.0078418
4369,"New Albany, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.0,7724.0,New Albany village,40.0811745,-82.8087864
4370,"New Baden, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2602.0,3001.0,3349.0,New Baden village,38.5350488,-89.7006499
4371,"New Baltimore, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3159.0,4132.0,5439.0,5798.0,7405.0,12084.0,New Baltimore city,42.6811436,-82.7368616
4372,"New Bedford, MA",26845.0,40733.0,62442.0,96652.0,121217.0,112597.0,110341.0,109189.0,102477.0,101777.0,98478.0,99922.0,93768.0,95072.0,New Bedford city,41.6362152,-70.934205
4373,"New Berlin, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15788.0,26910.0,30529.0,33592.0,38220.0,39584.0,New Berlin city,42.9764027,-88.10842240000001
4374,"New Bern, NC",6443.0,7843.0,9090.0,9961.0,12198.0,11981.0,11815.0,15812.0,15717.0,14660.0,14557.0,17363.0,23128.0,29524.0,New Bern city,35.108493100000004,-77.04411429999999
4375,"New Boston, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2688.0,2773.0,3699.0,4628.0,5057.0,4808.0,4550.0,New Boston city,33.459841499999996,-94.4154787
4376,"New Braunfels, TX",0.0,0.0,1600.0,3165.0,3590.0,6242.0,6976.0,12210.0,15631.0,17859.0,22402.0,27334.0,36494.0,57740.0,New Braunfels city,29.7030024,-98.1244531
4377,"New Bremen, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.0,2909.0,2978.0,New Bremen village,40.4369919,-84.3796729
4378,"New Brighton, MN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6448.0,19507.0,23269.0,22207.0,22206.0,21456.0,New Brighton city,45.065521200000006,-93.20189079999999
4379,"New Brighton, PA",3653.0,5616.0,6820.0,8329.0,9361.0,9950.0,9630.0,9535.0,8397.0,7637.0,7364.0,6854.0,6641.0,6025.0,New Brighton borough,40.7303434,-80.3100627
4380,"New Britain, CT",11800.0,16519.0,25998.0,43916.0,59316.0,68128.0,68685.0,73726.0,82201.0,83441.0,73840.0,75491.0,71538.0,73206.0,New Britain city,41.6612104,-72.77954190000001
4381,"New Britain, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2519.0,0.0,3125.0,3152.0,New Britain borough,40.2989951,-75.18100629999999
4382,"New Brunswick, NJ",17166.0,18603.0,20006.0,23388.0,32779.0,34555.0,33180.0,38811.0,40139.0,41885.0,41442.0,41711.0,48573.0,55181.0,New Brunswick city,40.4862158,-74.4518188
4383,"New Carlisle, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4107.0,6112.0,6498.0,6049.0,5735.0,5785.0,New Carlisle city,39.936169899999996,-84.0254913
4384,"New Carrollton, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14870.0,12632.0,12002.0,12589.0,12135.0,New Carrollton city,38.9698329,-76.87997270000001
4385,"New Castle, CO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518.0,New Castle town,39.5727585,-107.5364443
4386,"New Castle, DE",3700.0,4010.0,3380.0,3351.0,3854.0,4131.0,4414.0,5396.0,4469.0,4814.0,4907.0,4837.0,4862.0,5285.0,New Castle city,39.66205720000001,-75.5663132
4387,"New Castle, IN",0.0,2697.0,3406.0,9446.0,14458.0,14027.0,16620.0,18271.0,20349.0,21215.0,20056.0,17753.0,17780.0,18114.0,New Castle city,39.928935100000004,-85.37024770000001
4388,"New Castle, PA",8418.0,11600.0,28339.0,36280.0,44938.0,48674.0,47638.0,48834.0,44790.0,38559.0,33621.0,28334.0,26309.0,23273.0,New Castle city,41.0036719,-80.3470091
4389,"New Chicago, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3284.0,0.0,0.0,0.0,0,41.5583701,-87.2744806
4390,"New Concord, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,0.0,0,39.993683700000005,-81.73401679999999
4391,"New Cumberland, PA",0.0,0.0,0.0,0.0,0.0,4283.0,4525.0,6204.0,9257.0,9803.0,8051.0,7665.0,7349.0,7277.0,New Cumberland borough,40.2323122,-76.88469559999999
4392,"New Ellenton, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2546.0,2628.0,2515.0,0.0,0.0,0,33.421531,-81.6856654
4393,"New Franklin, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14227.0,New Franklin city,40.9417229,-81.541508
4394,"New Freedom, PA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.0,3512.0,4464.0,New Freedom borough,39.737881099999996,-76.70136090000001
4395,"New Hampton, IA",0.0,0.0,0.0,0.0,2539.0,0.0,2933.0,3323.0,3456.0,3621.0,3940.0,3660.0,3692.0,3571.0,New Hampton city,43.0591412,-92.31767679999999
4396,"New Haven, CT",62882.0,86045.0,108027.0,133605.0,162537.0,162655.0,160605.0,164443.0,152048.0,137707.0,126089.0,130474.0,123626.0,129779.0,New Haven city,41.3081527,-72.9281578
4397,"New Haven, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396.0,5728.0,6714.0,9320.0,12406.0,14794.0,New Haven city,41.0706042,-85.01441240000001
4398,"New Haven, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3071.0,4642.0,New Haven village,42.729475799999996,-82.8013107
