,location,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,Name_2010,lat,lng
612,"Bluffton, SC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12530.0,Bluffton town,32.2371465,-80.8603868
613,"Blythe, CA",0.0,0.0,0.0,0.0,1622.0,1020.0,2355.0,4089.0,6023.0,7047.0,6805.0,8428.0,20463.0,20817.0,Blythe city,33.61030220000001,-114.5963456
614,"Blytheville, AR",0.0,0.0,0.0,3849.0,6447.0,10098.0,10652.0,16234.0,20797.0,24752.0,23844.0,22906.0,18272.0,15620.0,Blytheville city,35.9272953,-89.91897540000001
615,"Boardman, OR",0.0,0.0,0.0,0.0,0.0,100.0,110.0,120.0,153.0,192.0,1261.0,1387.0,2855.0,3220.0,Boardman city,45.839855,-119.7005834
616,"Boaz, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.0,4630.0,5621.0,7151.0,6928.0,7411.0,9551.0,Boaz city,34.2006503,-86.1663655
617,"Boca Raton, FL",0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,6961.0,28506.0,49447.0,61492.0,74764.0,84392.0,Boca Raton city,26.3586885,-80.08309840000001
618,"Boerne, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.0,4274.0,6178.0,10471.0,Boerne city,29.794664100000002,-98.7319703
619,"Bogalusa, LA",0.0,0.0,0.0,0.0,8245.0,14029.0,14604.0,17798.0,21423.0,18412.0,16976.0,14280.0,13365.0,12232.0,Bogalusa city,30.791020399999997,-89.8486858
620,"Bogota, NJ",0.0,0.0,0.0,0.0,3906.0,7341.0,7346.0,7662.0,7965.0,8125.0,8344.0,7824.0,8249.0,8187.0,Bogota borough,40.8762106,-74.02986209999999
621,"Boiling Spring Lakes, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2972.0,5372.0,Boiling Spring Lakes city,34.030450099999996,-78.0672141
622,"Boiling Springs, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3866.0,4647.0,Boiling Springs town,35.254292,-81.6670407
623,"Boise, ID",0.0,0.0,5957.0,17358.0,21393.0,21544.0,26130.0,34393.0,34481.0,74990.0,102249.0,125738.0,185787.0,205671.0,Boise City city,43.613500200000004,-116.20345049999999
624,"Bolingbrook, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,37261.0,40843.0,56321.0,73366.0,Bolingbrook village,41.6986416,-88.0683955
625,"Bolivar, MO",0.0,0.0,0.0,0.0,0.0,0.0,2636.0,3482.0,3512.0,4769.0,5919.0,6845.0,9143.0,10325.0,Bolivar city,37.6144838,-93.41047490000001
626,"Bolivar, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3338.0,6674.0,6597.0,5969.0,5802.0,5417.0,Bolivar city,35.256193700000004,-88.98783890000001
627,"Bondurant, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3860.0,Bondurant city,41.7005441,-93.46215699999999
628,"Bonham, TX",0.0,3361.0,5042.0,4844.0,6008.0,5655.0,6349.0,7049.0,7357.0,7698.0,7338.0,6686.0,9990.0,10127.0,Bonham city,33.577327600000004,-96.17831109999999
629,"Bonifay, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2534.0,2612.0,4078.0,2793.0,Bonifay city,30.7918559,-85.6796533
630,"Bonita Springs, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32797.0,43914.0,Bonita Springs city,26.339806,-81.77869720000001
631,"Bonne Terre, MO",0.0,0.0,0.0,0.0,3815.0,4021.0,3730.0,3533.0,3219.0,3622.0,3797.0,3871.0,4039.0,6864.0,Bonne Terre city,37.92310689999999,-90.55540390000002
632,"Bonner Springs, KS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.0,3662.0,6266.0,6413.0,6768.0,7314.0,Bonner Springs city,39.059726,-94.88357540000001
633,"Bonners Ferry, ID",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796.0,0.0,0.0,2515.0,2543.0,Bonners Ferry city,48.69132570000001,-116.31630919999999
634,"Bonney Lake, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5328.0,7494.0,9687.0,17374.0,Bonney Lake city,47.17704570000001,-122.18650559999999
635,"Boone, IA",3330.0,6520.0,8880.0,10347.0,12451.0,11886.0,12373.0,12164.0,12468.0,12468.0,12602.0,12392.0,12803.0,12661.0,Boone city,42.059704700000005,-93.88022729999999
636,"Boone, NC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.0,3686.0,8754.0,10191.0,12915.0,13472.0,17122.0,Boone town,36.216795,-81.6745517
637,"Booneville, AR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690.0,3239.0,3718.0,3804.0,4117.0,3990.0,Booneville city,35.140093,-93.92159090000001
638,"Booneville, MS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295.0,3480.0,5895.0,6199.0,7955.0,8625.0,8743.0,Booneville city,34.658150799999994,-88.5667184
639,"Boonsboro, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2803.0,3336.0,Boonsboro town,39.5062108,-77.6524907
640,"Boonton, NJ",0.0,0.0,3901.0,4930.0,5372.0,6866.0,6739.0,7163.0,7981.0,9261.0,8620.0,8343.0,8496.0,8347.0,Boonton town,40.9025989,-74.40709709999999
641,"Boonville, IN",0.0,0.0,2849.0,3934.0,4451.0,4208.0,4526.0,5092.0,4801.0,5736.0,6300.0,6724.0,6834.0,6246.0,Boonville city,38.049213200000004,-87.2741723
642,"Boonville, MO",3854.0,4141.0,4377.0,4252.0,4665.0,6435.0,6089.0,6686.0,7090.0,7514.0,6959.0,7095.0,8202.0,8319.0,Boonville city,38.97363920000001,-92.74324179999999
643,"Bordentown, NJ",4258.0,4232.0,4110.0,4250.0,4371.0,4405.0,4223.0,5497.0,4974.0,4490.0,4441.0,4341.0,3969.0,3924.0,Bordentown city,40.1462213,-74.7118264
644,"Borger, TX",0.0,0.0,0.0,0.0,0.0,6532.0,10018.0,18059.0,20911.0,14195.0,15837.0,15675.0,14302.0,13251.0,Borger city,35.6678204,-101.39738759999999
645,"Boscobel, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.0,2510.0,2662.0,2706.0,3047.0,3231.0,Boscobel city,43.134428899999996,-90.7054045
646,"Bosque Farms, NM",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353.0,3791.0,3931.0,3904.0,Bosque Farms village,34.854775599999996,-106.70530359999998
647,"Bossier City, LA",0.0,0.0,0.0,0.0,0.0,4003.0,5786.0,15470.0,32776.0,41595.0,50817.0,52721.0,56461.0,61315.0,Bossier City city,32.5159852,-93.73212290000001
648,"Boston, MA",362839.0,448477.0,560892.0,670585.0,748060.0,781188.0,770816.0,801444.0,697197.0,641071.0,562994.0,574283.0,589141.0,617594.0,Boston city,42.358430799999994,-71.05977320000001
649,"Bothell, WA",0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,2200.0,4883.0,7943.0,12345.0,30150.0,33505.0,Bothell city,47.7623204,-122.20540349999999
650,"Bottineau, ND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.0,2760.0,2829.0,2598.0,0.0,0.0,0,48.8272301,-100.44569840000001
651,"Boulder City, NV",0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,4059.0,5223.0,9590.0,12567.0,14966.0,15023.0,Boulder City city,35.978591200000004,-114.8324851
652,"Boulder, CO",3069.0,3330.0,6150.0,9539.0,11006.0,11223.0,12958.0,19999.0,37718.0,66870.0,76685.0,83312.0,94673.0,97385.0,Boulder city,40.0149856,-105.2705456
653,"Bound Brook, NJ",0.0,0.0,2622.0,3970.0,5906.0,7372.0,7616.0,8374.0,10263.0,10450.0,9710.0,9487.0,10155.0,10402.0,Bound Brook borough,40.568436299999995,-74.5384889
654,"Bountiful, UT",0.0,0.0,0.0,0.0,0.0,2571.0,3357.0,6004.0,17039.0,27751.0,32877.0,36659.0,41301.0,42552.0,Bountiful city,40.8893895,-111.880771
655,"Bourbonnais, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336.0,5909.0,13280.0,13934.0,15256.0,18631.0,Bourbonnais village,41.141699100000004,-87.8750429
656,"Bowie, MD",0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,1100.0,35028.0,33695.0,37589.0,50269.0,54727.0,Bowie city,38.9717120458,-76.7485520605
657,"Bowie, TX",0.0,0.0,2600.0,2874.0,3179.0,3131.0,3470.0,4544.0,4566.0,5185.0,5610.0,4990.0,5219.0,5218.0,Bowie city,33.5589953,-97.8486457
658,"Bowling Green, FL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.0,2930.0,Bowling Green city,27.638367300000002,-81.8239717
659,"Bowling Green, KY",5114.0,7803.0,8226.0,9173.0,9638.0,12348.0,14585.0,18347.0,28338.0,36705.0,40450.0,40641.0,49296.0,58067.0,Bowling Green city,36.990319899999996,-86.4436018
660,"Bowling Green, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,2936.0,3022.0,2976.0,3260.0,5334.0,Bowling Green city,39.3419891,-91.1951437
661,"Bowling Green, OH",0.0,3467.0,5067.0,5222.0,5788.0,6688.0,7190.0,12005.0,13574.0,21760.0,25728.0,28176.0,29636.0,30028.0,Bowling Green city,41.3747744,-83.65132290000001
662,"Box Elder, SD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.0,2680.0,2841.0,7800.0,Box Elder city,44.1124877,-103.06823229999999
663,"Boyertown, PA",0.0,0.0,0.0,0.0,3189.0,3943.0,3983.0,4074.0,4067.0,4428.0,3979.0,3759.0,3940.0,4055.0,Boyertown borough,40.3337075,-75.6374083
664,"Boyne City, MI",0.0,0.0,0.0,5218.0,4284.0,2650.0,2904.0,3028.0,2797.0,2969.0,3348.0,3478.0,3503.0,3735.0,Boyne City city,45.216675099999996,-85.0139419
665,"Boynton Beach, FL",0.0,0.0,0.0,0.0,0.0,0.0,1300.0,2542.0,10467.0,18115.0,35624.0,46194.0,60389.0,68217.0,Boynton Beach city,26.525349100000003,-80.0664309
666,"Bozeman, MT",0.0,0.0,3419.0,5107.0,6183.0,6855.0,8665.0,11325.0,13361.0,18670.0,21645.0,22660.0,27509.0,37280.0,Bozeman city,45.679652600000004,-111.0385582
667,"Brackenridge, PA",0.0,0.0,0.0,3134.0,4987.0,6250.0,6400.0,6178.0,5697.0,4796.0,4297.0,3784.0,3543.0,3260.0,Brackenridge borough,40.6081221,-79.7411594
668,"Brackettville, TX",0.0,0.0,0.0,0.0,0.0,0.0,2653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.3105125,-100.4178563
669,"Braddock, PA",3310.0,8561.0,15654.0,19357.0,20879.0,19329.0,18326.0,16488.0,12337.0,8682.0,5634.0,4682.0,2912.0,0.0,0,40.4034024,-79.8683824
670,"Bradenton, FL",0.0,0.0,0.0,0.0,3868.0,5986.0,7444.0,13604.0,19380.0,21040.0,30228.0,43779.0,49504.0,49546.0,Bradenton city,27.4989278,-82.5748194
671,"Bradford, PA",9197.0,10514.0,15029.0,14544.0,15525.0,19306.0,17691.0,17354.0,15061.0,12672.0,11211.0,9625.0,9175.0,8770.0,Bradford city,41.9558963,-78.64391640000001
672,"Bradley Beach, NJ",0.0,0.0,0.0,0.0,0.0,3306.0,3468.0,3911.0,4204.0,4163.0,4772.0,4475.0,4793.0,4298.0,Bradley Beach borough,40.2023355,-74.0120814
673,"Bradley, IL",0.0,0.0,0.0,0.0,0.0,3048.0,3689.0,5699.0,8082.0,9881.0,11015.0,10792.0,12784.0,15895.0,Bradley village,41.141976799999995,-87.8611535
674,"Brady, TX",0.0,0.0,0.0,2669.0,0.0,3983.0,5002.0,5944.0,5338.0,5557.0,5969.0,5946.0,5523.0,5528.0,Brady city,31.135168199999995,-99.3350553
675,"Braidwood, IL",5524.0,4641.0,3279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3429.0,3584.0,5203.0,6191.0,Braidwood city,41.265031799999996,-88.2122823
676,"Brainerd, MN",0.0,5703.0,7524.0,8526.0,9591.0,10221.0,12071.0,12637.0,12898.0,11667.0,11489.0,12353.0,13178.0,13590.0,Brainerd city,46.3580221,-94.2008288
677,"Braintree, MA",0.0,4848.0,5981.0,8066.0,10580.0,15712.0,16378.0,23161.0,31069.0,35050.0,36337.0,33836.0,33828.0,35744.0,Braintree Town city,42.222321799999996,-70.999492
678,"Brandenburg, KY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643.0,Brandenburg city,37.9989592,-86.16941429999999
679,"Brandon, MS",0.0,0.0,800.0,0.0,0.0,0.0,1200.0,1800.0,2100.0,2685.0,9626.0,11077.0,16436.0,21705.0,Brandon city,32.273202399999995,-89.9859158
680,"Brandon, SD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589.0,3543.0,5693.0,8785.0,Brandon city,43.594696299999995,-96.5719896
681,"Branford, CT",0.0,0.0,0.0,2560.0,2619.0,0.0,0.0,2552.0,16600.0,20400.0,0.0,27600.0,28700.0,0.0,0,41.2795414,-72.81509890000001
682,"Branson, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,3706.0,6050.0,10520.0,Branson city,36.6436731,-93.2185144
683,"Braselton, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7511.0,Braselton town,34.1092735,-83.7626729
684,"Brattleboro, VT",4471.0,5467.0,5297.0,6517.0,7324.0,8709.0,9622.0,0.0,11700.0,12200.0,11900.0,12200.0,12000.0,0.0,0,42.8509152,-72.5578678
685,"Brawley, CA",0.0,0.0,0.0,881.0,5389.0,10439.0,11718.0,11922.0,12703.0,13746.0,14946.0,18923.0,22052.0,24953.0,Brawley city,32.9786566,-115.530267
686,"Brazil, IN",3441.0,5905.0,7786.0,9340.0,9293.0,8744.0,8126.0,8434.0,8853.0,8163.0,7852.0,7640.0,8188.0,7912.0,Brazil city,39.523652,-87.12501540000001
687,"Brazoria, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,2717.0,2787.0,3019.0,Brazoria city,29.0444147,-95.5691126
688,"Brea, CA",0.0,0.0,0.0,0.0,1037.0,2435.0,2567.0,3208.0,8487.0,18447.0,27913.0,32873.0,35410.0,39282.0,Brea city,33.9166805,-117.9000604
689,"Breaux Bridge, LA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3303.0,4942.0,5922.0,6515.0,7281.0,8139.0,Breaux Bridge city,30.273532300000003,-91.89928370000001
690,"Breckenridge Hills, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063.0,6299.0,7011.0,5666.0,5404.0,4817.0,4746.0,Breckenridge Hills city,38.7144958,-90.3673381
691,"Breckenridge, CO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,Breckenridge town,39.4816537,-106.03835179999999
692,"Breckenridge, MN",0.0,0.0,0.0,0.0,0.0,0.0,2745.0,3623.0,4335.0,4200.0,3909.0,3708.0,3559.0,3386.0,Breckenridge city,46.2635701,-96.58812900000001
693,"Breckenridge, TX",0.0,0.0,0.0,0.0,0.0,7569.0,5826.0,6610.0,6273.0,5944.0,6921.0,5665.0,5868.0,5780.0,Breckenridge city,32.755676799999996,-98.90228979999999
694,"Brecksville, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.0,5435.0,9137.0,10132.0,11818.0,13382.0,13656.0,Brecksville city,41.3197763,-81.6267904
695,"Breese, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2588.0,2885.0,3516.0,3567.0,4048.0,4442.0,Breese city,38.610604200000004,-89.5270306
696,"Bremen, GA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3132.0,3484.0,3966.0,4356.0,4579.0,6227.0,Bremen city,33.7212179,-85.1455036
697,"Bremen, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.0,3062.0,3487.0,3565.0,4725.0,4486.0,4588.0,Bremen town,41.446436,-86.14805799999999
698,"Bremerton, WA",0.0,0.0,0.0,2993.0,8918.0,10170.0,15134.0,27678.0,28922.0,35307.0,36208.0,38142.0,37259.0,37729.0,Bremerton city,47.5673176,-122.63263909999998
699,"Brenham, TX",4101.0,5209.0,5968.0,4718.0,5066.0,5974.0,6435.0,6941.0,7740.0,8922.0,10966.0,11952.0,13507.0,15716.0,Brenham city,30.166882799999996,-96.3977442
700,"Brent, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.0,2776.0,4024.0,4947.0,Brent city,32.9373463,-87.1647184
701,"Brentwood, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.0,2186.0,2649.0,4434.0,7563.0,23302.0,51481.0,Brentwood city,37.931868,-121.6957863
702,"Brentwood, MD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3523.0,3693.0,3426.0,2988.0,3005.0,2844.0,3046.0,Brentwood town,38.9431667,-76.9566415
703,"Brentwood, MO",0.0,0.0,0.0,0.0,0.0,2819.0,4383.0,7504.0,12250.0,11248.0,8209.0,8150.0,7693.0,8055.0,Brentwood city,38.617552200000006,-90.3492829
704,"Brentwood, PA",0.0,0.0,0.0,0.0,0.0,5381.0,7552.0,12535.0,13706.0,13732.0,11859.0,10823.0,10466.0,9643.0,Brentwood borough,40.3706251,-79.974774
705,"Brentwood, TN",0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1100.0,9431.0,16392.0,23445.0,37060.0,Brentwood city,36.0331164,-86.7827772
706,"Brevard, NC",0.0,0.0,0.0,0.0,0.0,0.0,3061.0,3908.0,4857.0,5243.0,5323.0,5388.0,6789.0,7609.0,Brevard city,35.2334472,-82.73429190000002
707,"Brewer, ME",0.0,4193.0,4835.0,5667.0,6064.0,6329.0,6510.0,6862.0,9009.0,9300.0,9017.0,9021.0,8987.0,9482.0,Brewer city,44.7967379,-68.7614246
708,"Brewton, AL",0.0,0.0,0.0,0.0,2682.0,2818.0,3323.0,5146.0,6309.0,6747.0,6680.0,5885.0,5498.0,5408.0,Brewton city,31.105177899999997,-87.0721918
709,"Briarcliff Manor, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105.0,6521.0,7115.0,7070.0,7696.0,7867.0,Briarcliff Manor village,41.1456512,-73.8237456
710,"Bridge City, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4677.0,0.0,7667.0,8034.0,8651.0,7840.0,Bridge City city,30.0207678,-93.8457255
711,"Bridgeport, AL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2906.0,2908.0,2974.0,2936.0,2728.0,0.0,0,34.9475807,-85.7144155
712,"Bridgeport, CT",27643.0,48866.0,70996.0,102054.0,143555.0,146716.0,147121.0,158709.0,156748.0,156542.0,142546.0,141686.0,139529.0,144229.0,Bridgeport city,41.1670412,-73.2048348
713,"Bridgeport, IL",0.0,0.0,0.0,2703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.70588060000001,-87.7600285
714,"Bridgeport, PA",0.0,2651.0,3097.0,3860.0,4680.0,5595.0,5904.0,5827.0,5306.0,5630.0,4843.0,4292.0,4371.0,4554.0,Bridgeport borough,40.1051084,-75.3451838
715,"Bridgeport, TX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3218.0,3614.0,3737.0,3581.0,4309.0,5976.0,Bridgeport city,33.2101155,-97.7547552
716,"Bridgeport, WV",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4199.0,4777.0,6604.0,6739.0,7306.0,8149.0,Bridgeport city,39.2864787,-80.25619809999999
717,"Bridgeton, MO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7820.0,19992.0,18445.0,17779.0,15550.0,11550.0,Bridgeton city,38.7669954,-90.4115057
718,"Bridgeton, NJ",8722.0,11424.0,13913.0,14209.0,14323.0,15699.0,15992.0,18378.0,20966.0,20435.0,18795.0,18942.0,22771.0,25349.0,Bridgeton city,39.427337,-75.2340768
719,"Bridgeview, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7334.0,12506.0,14155.0,14402.0,15335.0,16446.0,Bridgeview village,41.7500323,-87.80422159999999
720,"Bridgeville, PA",0.0,0.0,0.0,0.0,3092.0,3939.0,4459.0,5650.0,7112.0,6717.0,6154.0,5445.0,5341.0,5148.0,Bridgeville borough,40.3561805,-80.1100556
721,"Bridgewater, MA",0.0,4249.0,5806.0,7688.0,8438.0,9055.0,8902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bridgewater town,41.9903787,-70.9750426
722,"Bridgewater, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.0,3289.0,3918.0,5203.0,5644.0,Bridgewater town,38.3820706,-78.97669599999999
723,"Brielle, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.0,3594.0,4068.0,4406.0,4893.0,4774.0,Brielle borough,40.107893100000005,-74.05652629999999
724,"Brier, WA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.0,2915.0,5633.0,6383.0,6087.0,Brier city,47.7845419,-122.27429479999999
725,"Brigantine, NJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4201.0,6741.0,8318.0,11354.0,12594.0,9450.0,Brigantine city,39.4101171,-74.3645906
726,"Brighton, AL",0.0,0.0,0.0,0.0,3665.0,0.0,0.0,0.0,2884.0,0.0,5308.0,4518.0,3640.0,2945.0,Brighton city,33.4342755,-86.9472148
727,"Brighton, CO",0.0,0.0,300.0,0.0,2715.0,3394.0,4029.0,4336.0,7055.0,8309.0,12773.0,14203.0,20905.0,33352.0,Brighton city,39.9852617,-104.82052829999999
728,"Brighton, MI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4268.0,5686.0,6701.0,7444.0,Brighton city,42.529477299999996,-83.7802214
729,"Brighton, TN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0,Brighton town,35.4839713,-89.7250805
730,"Brightwaters, NY",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193.0,3808.0,3286.0,3265.0,3248.0,3103.0,Brightwaters village,40.7209321,-73.26733990000001
731,"Brillion, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2588.0,2907.0,2840.0,2937.0,3148.0,Brillion city,44.1772138,-88.06426579999999
732,"Brinkley, AR",0.0,0.0,0.0,0.0,2714.0,3046.0,3409.0,4173.0,4636.0,5275.0,4909.0,4234.0,3940.0,3188.0,Brinkley city,34.8878719,-91.1945688
733,"Brisbane, CA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003.0,2969.0,2952.0,3597.0,4282.0,Brisbane city,37.6897178,-122.34001509999999
734,"Bristol, CT",0.0,0.0,6268.0,9527.0,20620.0,28451.0,30167.0,35961.0,45499.0,55487.0,57370.0,60640.0,60062.0,60477.0,Bristol city,41.6717648,-72.9492703
735,"Bristol, PA",5273.0,6553.0,7104.0,9256.0,10273.0,11799.0,11895.0,12710.0,12364.0,12085.0,10867.0,10405.0,9923.0,9726.0,Bristol borough,40.100666100000005,-74.8518311
736,"Bristol, RI",6028.0,5478.0,6901.0,8565.0,11375.0,11953.0,6231.0,10300.0,14600.0,17900.0,20100.0,21600.0,22500.0,0.0,0,41.6770463,-71.2661597
737,"Bristol, TN",0.0,3324.0,5271.0,7148.0,8047.0,12005.0,14004.0,16771.0,17582.0,20064.0,23986.0,23421.0,24821.0,26702.0,Bristol city,36.5935189115,-82.1888802885
738,"Bristol, VA",0.0,2902.0,4579.0,6247.0,6729.0,8840.0,9768.0,15954.0,17144.0,14857.0,19042.0,18426.0,17367.0,17835.0,Bristol city,36.596494799999995,-82.1884666
739,"Bristol, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584.0,Bristol village,42.558908,-88.0492498
740,"Bristow, OK",0.0,0.0,0.0,0.0,3460.0,6619.0,6050.0,5400.0,4795.0,4653.0,4702.0,4062.0,4325.0,4222.0,Bristow city,35.8345808006,-96.4149010885
741,"Broadview Heights, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6209.0,11463.0,10920.0,12219.0,15967.0,19400.0,Broadview Heights city,41.313942600000004,-81.68512709999999
742,"Broadview, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196.0,8588.0,9307.0,8618.0,8713.0,8264.0,7932.0,Broadview village,41.8639201,-87.8533931
743,"Broadway, VA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691.0,Broadway town,38.61317460000001,-78.7989124
744,"Brockport, NY",4039.0,3742.0,3398.0,3579.0,2980.0,3511.0,3590.0,4748.0,5256.0,7878.0,9776.0,8749.0,8103.0,8366.0,Brockport village,43.2136713,-77.9391797
745,"Brockton, MA",13608.0,27294.0,40063.0,56878.0,66254.0,63797.0,62343.0,62860.0,72813.0,89040.0,95172.0,92788.0,94304.0,93810.0,Brockton city,42.083433500000005,-71.0183787
746,"Brodhead, WI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2515.0,3153.0,3165.0,3180.0,3293.0,Brodhead city,42.6183424,-89.3762278
747,"Broken Arrow, OK",0.0,0.0,0.0,0.0,0.0,0.0,2700.0,3262.0,5928.0,11787.0,35761.0,58043.0,74859.0,98850.0,Broken Arrow city,36.0565467006,-95.81460258850001
748,"Broken Bow, NE",0.0,0.0,0.0,0.0,2567.0,2715.0,2968.0,3396.0,3482.0,3734.0,3979.0,3778.0,3491.0,3559.0,Broken Bow city,41.401950899999996,-99.6392794
749,"Broken Bow, OK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,3965.0,3961.0,4230.0,4120.0,Broken Bow city,34.0332238006,-94.7628875885
750,"Bronxville, NY",0.0,0.0,0.0,0.0,3055.0,6387.0,6888.0,6778.0,6744.0,6674.0,6267.0,6028.0,6543.0,6323.0,Bronxville village,40.9381544,-73.83207840000001
751,"Brook Park, OH",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,12856.0,30774.0,26195.0,22865.0,21218.0,19212.0,Brook Park city,41.3983838,-81.80457879999999
752,"Brookfield, IL",0.0,0.0,0.0,0.0,3589.0,10035.0,10817.0,15472.0,20429.0,20284.0,19395.0,18876.0,19085.0,18978.0,Brookfield village,41.8239203,-87.8517253
753,"Brookfield, MO",0.0,4547.0,5484.0,5749.0,6304.0,6428.0,6174.0,5810.0,5694.0,5491.0,5555.0,4888.0,4769.0,4542.0,Brookfield city,39.784468700000005,-93.0735348
754,"Brookfield, WI",0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,19812.0,31761.0,34035.0,35184.0,38649.0,37920.0,Brookfield city,43.0605671,-88.1064787
